  0.0000000E+00  0.0000000E+00  0.0000000E+00   1000.000    
 -1.3851714E-02  1.8444851E-02  6.9461614E-02   1000.000    
   1.736053      -2.801739      -8.091327       1000.000    
   1.099376      -3.708835      -5.771056       1000.000    
   6.171431      -6.474710       2.915661       1000.000    
 -0.8556989      -2.689750      -3.479061       1000.000    
   7.870624       2.541896       3.605945       1000.000    
   5.566035       1.440803       7.792621       1000.000    
   3.908699      -1.946879     -0.5173017       1000.000    
   2.010503       1.308431      -3.483031       1000.000    
   4.424272       4.211406      -6.064850       1000.000    
   8.230191       1.022121      -5.554924       1000.000    
  1.8580977E-02 -0.8007423      -5.479952       1000.000    
  -5.534059      -1.384581      -1.917315       1000.000    
   5.679104      0.9148585      -5.312340       1000.000    
   1.050746      -9.760385      -1.709321       1000.000    
   1.913896      -6.661650      -3.198538       1000.000    
 -0.7312527      -6.132818       4.426026       1000.000    
   1.875438       7.595087      -3.878177       1000.000    
  8.5801445E-02  -5.947379       3.202091       1000.000    
  -5.357630      -5.778373      -2.240138       1000.000    
   5.669603       5.495261      0.4635641       1000.000    
   6.291644      -1.286237       4.965371       1000.000    
 -0.8678108       2.028333       8.088065       1000.000    
   7.639231      0.8134291      -2.894425       1000.000    
   3.346845      -5.465407      0.5029617       1000.000    
   5.687866       1.670191      -1.511240       1000.000    
  -3.109734       5.509306      -4.990883       1000.000    
 -0.2193021      -8.795735      -3.904575       1000.000    
  -3.367172      -4.952929      -2.184041       1000.000    
  -3.268058     -1.9553684E-02  -9.217813       1000.000    
  -5.585238      -4.258869       2.760339       1000.000    
  -2.812942     -0.6392673      -4.712843       1000.000    
  -5.509303       5.887782      -1.055076       1000.000    
  -4.959347      -3.737562       4.840173       1000.000    
 -0.1839936      -8.603053      0.3827692       1000.000    
   2.092748      -1.747659      -8.272425       1000.000    
  -1.679040      -2.137984      -8.810606       1000.000    
  -1.199910       5.619417       3.540857       1000.000    
  -3.623256      -7.261903       5.482100       1000.000    
   3.357884       6.310201       3.984922       1000.000    
  -6.177553       1.753042      -6.932737       1000.000    
   3.007534       7.606572      -2.203018       1000.000    
 -0.1713623       4.085181      -1.856649       1000.000    
   3.635464       5.335742       1.611661       1000.000    
   1.355727       3.365772      -8.823583       1000.000    
   6.808678      -1.739152       5.229637       1000.000    
   6.590438      -3.445208      -3.995456       1000.000    
  0.3051171      -2.055104      -6.755801       1000.000    
  -4.299596      -4.735275       5.270497       1000.000    
  -5.480132      -3.924585       6.435038       1000.000    
   3.470681      -7.685862       2.141672       1000.000    
